Symbol,Name
ADS.DE,adidas AG
ALV.DE,Allianz SE
AROG.DE,Karstadt
B4B3.DE,Metro
BAS.DE,BASF SE
BAYN.DE,Bayer AG
BMW.DE,Bayerische Motoren Werke AG
CBK.DE,Commerzbank AG
DBK.DE,Deutsche Bank AG
DGX.DE,Degussa
DRB.DE,Dresdner Bank
DTE.DE,Deutsche Telekom AG
EOAN.DE,E.ON SE
HEN3.DE,Henkel AG & Co KGaA
HST.DE,Hoechst
HVB.DE,Bayer. Hypo- und Vereinsbank
LHA.DE,Deutsche Lufthansa
LIN.DE,Linde
MAN.DE,MAN
MMN.DE,Mannesmann
MUV2.DE,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen
RWE.DE,RWE AG
SAP.DE,SAP SE
SHC.DE,Schering
SIE.DE,Siemens AG
TKA.DE,Thyssen
TUI1.DE,Preussag
VOW3.DE,Volkswagen AG
