Symbol,Name
GS,"The Goldman Sachs Group, Inc."
CAT,Caterpillar Inc.
MSFT,Microsoft Corporation
HD,"The Home Depot, Inc."
AXP,American Express Company
UNH,UnitedHealth Group Incorporated
SHW,Sherwin-Williams
V,Visa Inc.
IBM,International Business Machines Corporation
JPM,JPMorgan Chase & Co.
MCD,McDonald's Corporation
AMGN,Amgen Inc.
AAPL,Apple Inc.
TRV,"The Travelers Companies, Inc."
CRM,"Salesforce, Inc."
AMZN,"Amazon.com, Inc.amazon.com"
BA,The Boeing Company
HON,Honeywell International Inc.
NVDA,Nvidia
JNJ,Johnson & Johnson
MMM,3M Company
CVX,Chevron Corporation
PG,The Procter & Gamble Company
DIS,The Walt Disney Company
WMT,Walmart Inc.
MRK,"Merck & Co., Inc."
CSCO,"Cisco Systems, Inc."
KO,The Coca-Cola Company
NKE,"Nike, Inc."
VZ,Verizon Communications Inc.
