Symbol,Name
GS,"The Goldman Sachs Group, Inc."
CAT,Caterpillar Inc.
MSFT,Microsoft Corporation
HD,"The Home Depot, Inc."
AXP,American Express Company
AMGN,Amgen Inc.
SHW,Sherwin-Williams
V,Visa Inc.
UNH,UnitedHealth Group Incorporated
MCD,McDonald's Corporation
JPM,JPMorgan Chase & Co.
IBM,International Business Machines Corporation
TRV,"The Travelers Companies, Inc."
AAPL,Apple Inc.
BA,The Boeing Company
AMZN,"Amazon.com, Inc.amazon.com"
CRM,"Salesforce, Inc."
HON,Honeywell International Inc.
JNJ,Johnson & Johnson
NVDA,Nvidia
CVX,Chevron Corporation
MMM,3M Company
PG,The Procter & Gamble Company
WMT,Walmart Inc.
DIS,The Walt Disney Company
MRK,"Merck & Co., Inc."
CSCO,"Cisco Systems, Inc."
KO,The Coca-Cola Company
NKE,"Nike, Inc."
VZ,Verizon Communications Inc.
