Symbol,Name
ADS.DE,adidas AG
ALV.DE,Allianz SE
AROG.DE,Karstadt
B4B3.DE,Metro
BAS.DE,BASF SE
BAYN.DE,Bayer AG
BEI.DE,Beiersdorf AG
BMW.DE,Bayerische Motoren Werke AG
CBK.DE,Commerzbank AG
DB1.DE,Deutsche Boerse AG
DBK.DE,Deutsche Bank AG
DHL.DE,Deutsche Post AG
DTE.DE,Deutsche Telekom AG
FME.DE,Fresenius Medical Care AG
FRE3.DE,Fresenius Pref
HEI.DE,Heidelberg Materials AG
HEN3.DE,Henkel AG & Co KGaA
IFX.DE,Infineon Technologies AG
LHA.DE,Deutsche Lufthansa
LIN.DE,Linde
LXS.DE,Lanxess
MAN.DE,MAN
MRK.DE,Merck KGaA
MUV2.DE,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen
RWE.DE,RWE AG
SAP.DE,SAP SE
SDF.DE,K+S
SIE.DE,Siemens AG
VOW3.DE,Volkswagen AG
