Symbol,Name
AAL,American Airlines Group Inc
AAPL,Apple Inc.
ADBE,Adobe Inc.
ADI,Analog Devices
ADP,ADP
ADSK,Autodesk
AKAM,Akamai Technologies Inc
ALTR (Alt),Altera Corp.
ALXN,Alexion Pharmaceuticals Inc
AMAT,Applied Materials
AMGN,Amgen
AMZN,Amazon
APP,Applovin Corp
ARM,Arm Holdings
ATVI,Activision Blizzard Inc
AVGO,Broadcom Inc.
AXON,Axon Enterprise Inc.
BBBY,Bed Bath & Beyond Inc
BIDU,Baidu Inc
BIIB,Biogen
BKNG,Booking Holdings
BMRN,Biomarin Pharmaceutical Inc
BRCM,Broadcom Corp
CA,CA Inc
CELG,Celgene Corp
CERN,Cerner Corp
CHKP,Check Point Software Technologies Ltd
CHRW,C.H. Robinson Worldwide Inc
CHTR,Charter Communications
CMCSA,Comcast
CMCSK,Comcast Corp Class A Special
COST,Costco
CSCO,Cisco
CTSH,Cognizant
CTXS,Citrix Systems Inc
DISCA,Discovery Communications Inc Series A
DISCK,Discovery Communications Inc Series C
DISH,DISH Network Corp
EA,Electronic Arts
EBAY,eBay Inc
ESRX,Express Scripts Holding Co
EXPD,Expeditors Int'l of Washington Inc
FAST,Fastenal
FISV,Fiserv Inc
FOX (Old),21st Century Fox Inc Class B
FOXA (Old),21st Century Fox Inc Class A
GILD,Gilead Sciences
GMCR,Keurig Green Mountain Inc
GOOG,Alphabet Inc. (Class C)
GOOGL,Alphabet Inc. (Class A)
GRMN,Garmin Ltd
HSIC,Henry Schein Inc
INTC,Intel
INTU,Intuit
ISRG,Intuitive Surgical
JD,JD.com Inc
KHC,Kraft Heinz
KLAC,KLA Corporation
LBTYA,Liberty Global Plc Class A
LBTYK,Liberty Global Plc Class C
LILA,Liberty Global plc LiLAC Class A
LILAK,Liberty Global plc LiLAC Class C
LLTC,Linear Technology Corp
LMCA,Liberty Media Class A
LMCK,Liberty Media Class C
LRCX,Lam Research
LVNTA,Liberty Ventures
MAR,Marriott International
MAT,Mattel Inc
MDLZ,Mondelez International
META,Meta Platforms
MNST,Monster Beverage
MSFT,Microsoft
MSTR,MicroStrategy Inc.
MU,Micron Technology
NFLX,Netflix
NLOK,NortonLifeLock Inc
NTAP,NetApp Inc
NVDA,Nvidia
NXPI,NXP Semiconductors
ORLY,O'Reilly Automotive
PAYX,Paychex
PCAR,Paccar
PLTR,Palantir Technologies
QCOM,Qualcomm
QRTEA,Liberty Interactive Corp Series A
REGN,Regeneron Pharmaceuticals
ROST,Ross Stores
SBAC,SBA Comm's Corp
SBUX,Starbucks
SHOP,Shopify
SNDK,SanDisk Corp
SPLS,Staples Inc
SRCL,Stericycle Inc
STX,Seagate Technology plc
SWKS,Skyworks Solutions Inc
TRI,Thomson Reuters
TRIP,TripAdvisor Inc
TSCO,Tractor Supply Co
TSLA,"Tesla, Inc."
TXN,Texas Instruments
VEON,VEON Ltd
VIAB,Viacom Inc Class A
VOD,Vodafone Group plc
VRSK,Verisk
VRTX,Vertex Pharmaceuticals
VTRS,Viatris Inc
WDC,Western Digital Corp
WFM,Whole Foods Market Inc
WYNN,Wynn Resorts Ltd
XLNX,Xilinx Inc
YHOO,Yahoo! Inc
