Symbol,Name
NVDA,Nvidia
AAPL,Apple Inc.
MSFT,Microsoft
AMZN,Amazon
GOOGL,Alphabet Inc. (Class A)
AVGO,Broadcom Inc.
GOOG,Alphabet Inc. (Class C)
META,Meta Platforms
TSLA,"Tesla, Inc."
NFLX,Netflix
PLTR,Palantir Technologies
COST,Costco
ASML,ASML Holding
AMD,Advanced Micro Devices Inc.
CSCO,Cisco
MU,Micron Technology
AZN,AstraZeneca
TMUS,T-Mobile US
APP,Applovin Corp
LRCX,Lam Research
SHOP,Shopify
LIN,Linde plc
PEP,PepsiCo
ISRG,Intuitive Surgical
PDD,PDD Holdings
QCOM,Qualcomm
AMAT,Applied Materials
INTU,Intuit
INTC,Intel
AMGN,Amgen
ARM,Arm Holdings
BKNG,Booking Holdings
KLAC,KLA Corporation
GILD,Gilead Sciences
TXN,Texas Instruments
PANW,Palo Alto Networks
ADBE,Adobe Inc.
CRWD,CrowdStrike
HON,Honeywell
ADI,Analog Devices
CEG,Constellation Energy
MELI,MercadoLibre
VRTX,Vertex Pharmaceuticals
ADP,ADP
CMCSA,Comcast
SBUX,Starbucks
CDNS,Cadence Design Systems
DASH,DoorDash
MRVL,Marvell Technology
ORLY,O'Reilly Automotive
ABNB,Airbnb
MAR,Marriott International
CTAS,Cintas
SNPS,Synopsys
MDLZ,Mondelez International
REGN,Regeneron Pharmaceuticals
MSTR,MicroStrategy Inc.
MNST,Monster Beverage
DDOG,Datadog
CSX,CSX Corporation
AEP,American Electric Power
ADSK,Autodesk
PYPL,PayPal
TRI,Thomson Reuters Corporation
FTNT,Fortinet
WDAY,"Workday, Inc."
IDXX,Idexx Laboratories
WBD,Warner Bros. Discovery
ROST,Ross Stores
PCAR,Paccar
NXPI,NXP Semiconductors
ZS,Zscaler
EA,Electronic Arts
XEL,Xcel Energy
ROP,Roper Technologies
FAST,Fastenal
BKR,Baker Hughes
AXON,Axon Enterprise Inc.
EXC,Exelon
TTWO,Take-Two Interactive
TEAM,Atlassian
PAYX,Paychex
FANG,Diamondback Energy
CCEP,Coca-Cola Europacific Partners
CPRT,Copart
KDP,Keurig Dr Pepper
CTSH,Cognizant
GEHC,GE HealthCare
MCHP,Microchip Technology
VRSK,Verisk
ODFL,Old Dominion Freight Line
CSGP,CoStar Group
CHTR,Charter Communications
KHC,Kraft Heinz
BIIB,Biogen
DXCM,DexCom
TTD,Trade Desk (The)
ON,Onsemi
LULU,Lululemon Athletica
GFS,GlobalFoundries
CDW,CDW Corporation
