Symbol,Name
GS,"The Goldman Sachs Group, Inc."
CAT,Caterpillar Inc.
MSFT,Microsoft Corporation
HD,"The Home Depot, Inc."
AXP,American Express Company
SHW,Sherwin-Williams
UNH,UnitedHealth Group Incorporated
AMGN,Amgen Inc.
V,Visa Inc.
IBM,International Business Machines Corporation
MCD,McDonald's Corporation
JPM,JPMorgan Chase & Co.
TRV,"The Travelers Companies, Inc."
AAPL,Apple Inc.
BA,The Boeing Company
CRM,"Salesforce, Inc."
AMZN,"Amazon.com, Inc.amazon.com"
JNJ,Johnson & Johnson
HON,Honeywell International Inc.
NVDA,Nvidia
MMM,3M Company
CVX,Chevron Corporation
PG,The Procter & Gamble Company
WMT,Walmart Inc.
DIS,The Walt Disney Company
MRK,"Merck & Co., Inc."
CSCO,"Cisco Systems, Inc."
KO,The Coca-Cola Company
NKE,"Nike, Inc."
VZ,Verizon Communications Inc.
